"","file","min_temp","max_temp"
"1","Aconcagua.csv",23.5,25.5
"2","Annapurna.csv",22.9,28.3
"3","Denali.csv",27.2,28.4
"4","Dhaulagiri.csv",24.4,29.8
"5","Everest.csv",23.5,27.8
"6","Kilimanjaro.csv",26,33.1
"7","Lhotse.csv",24.6,26
"8","Makalu.csv",23.4,24.2
"9","Matterhorn.csv",24.7,25.7
"10","Montblanc.csv",26.9,29.4
"11","Vinson.csv",25.8,28.1
