datetime,temperature,humidity,person
2025-07-01 03:00:00,23.25,45.75,Aconcagua.csv
2025-07-01 04:00:00,23.3,45.9,Aconcagua.csv
2025-07-01 05:00:00,23.200000000000003,46.4,Aconcagua.csv
2025-07-01 06:00:00,23.1,46.9,Aconcagua.csv
2025-07-01 07:00:00,23.6,46.7,Aconcagua.csv
2025-07-01 08:00:00,23.8,46.7,Aconcagua.csv
2025-07-01 09:00:00,23.85,46.650000000000006,Aconcagua.csv
2025-07-01 10:00:00,23.9,46.6,Aconcagua.csv
2025-07-01 11:00:00,23.95,46.95,Aconcagua.csv
2025-07-01 12:00:00,24.0,47.3,Aconcagua.csv
2025-07-01 13:00:00,24.15,47.95,Aconcagua.csv
2025-07-01 14:00:00,24.3,48.6,Aconcagua.csv
2025-07-01 15:00:00,24.35,48.95,Aconcagua.csv
2025-07-01 16:00:00,24.4,49.3,Aconcagua.csv
2025-07-01 17:00:00,24.45,49.3,Aconcagua.csv
2025-07-01 18:00:00,24.5,49.3,Aconcagua.csv
2025-07-01 19:00:00,24.5,49.25,Aconcagua.csv
2025-07-01 20:00:00,24.5,49.2,Aconcagua.csv
2025-07-01 21:00:00,24.45,47.45,Aconcagua.csv
2025-07-01 22:00:00,24.4,45.7,Aconcagua.csv
2025-07-01 23:00:00,24.2,44.85,Aconcagua.csv
2025-07-02 00:00:00,24.0,44.0,Aconcagua.csv
2025-07-02 01:00:00,23.8,44.125,Aconcagua.csv
2025-07-02 02:00:00,23.6,44.25,Aconcagua.csv
2025-07-02 03:00:00,23.6,44.775,Aconcagua.csv
2025-07-02 04:00:00,23.6,45.3,Aconcagua.csv
2025-07-02 05:00:00,23.8,45.8,Aconcagua.csv
2025-07-02 06:00:00,24.0,46.3,Aconcagua.csv
2025-07-02 07:00:00,24.25,46.3,Aconcagua.csv
2025-07-02 08:00:00,24.5,46.3,Aconcagua.csv
2025-07-02 09:00:00,24.5,46.599999999999994,Aconcagua.csv
2025-07-02 10:00:00,24.5,46.9,Aconcagua.csv
2025-07-02 11:00:00,24.6,47.15,Aconcagua.csv
2025-07-02 12:00:00,24.7,47.4,Aconcagua.csv
2025-07-02 13:00:00,24.799999999999997,48.099999999999994,Aconcagua.csv
2025-07-02 14:00:00,24.9,48.8,Aconcagua.csv
2025-07-02 15:00:00,25.0,49.0,Aconcagua.csv
2025-07-02 16:00:00,25.1,49.2,Aconcagua.csv
2025-07-02 17:00:00,25.15,49.2,Aconcagua.csv
2025-07-02 18:00:00,25.2,49.2,Aconcagua.csv
2025-07-02 19:00:00,25.2,49.5,Aconcagua.csv
2025-07-02 20:00:00,25.2,49.8,Aconcagua.csv
2025-07-02 21:00:00,25.35,50.0,Aconcagua.csv
2025-07-02 22:00:00,25.5,50.2,Aconcagua.csv
2025-07-02 23:00:00,25.6,50.0,Aconcagua.csv
2025-07-03 00:00:00,25.7,49.8,Aconcagua.csv
2025-07-03 01:00:00,25.5,50.4,Aconcagua.csv
2025-07-03 02:00:00,25.3,51.0,Aconcagua.csv
2025-07-03 03:00:00,25.3,51.6,Aconcagua.csv
2025-07-03 04:00:00,25.3,52.2,Aconcagua.csv
2025-07-03 05:00:00,24.8,55.1,Aconcagua.csv
2025-07-03 06:00:00,24.6,57.1,Aconcagua.csv
